test_number,dwell_mean,dwell_std,dwell_median,dwell_q25,dwell_q75,dwell_skew,dwell_kurtosis,flight_mean,flight_std,flight_median,flight_q25,flight_q75,flight_skew,flight_kurtosis,typing_speed,total_typing_time,keystroke_count,rhythm_consistency,timing_variance,rhythm_entropy,temporal_regularity,dwell_flight_ratio,dwell_consistency,flight_consistency,traj_mean,traj_std,traj_median,traj_total,traj_max,traj_min,velocity_mean,velocity_std,velocity_max,velocity_median,accel_mean,accel_std,accel_max,movement_count,direction_changes,avg_direction_changes,velocity_traj_ratio,accel_velocity_ratio,user_id,data_type,fraud_label,data_source
1,0.07206689970833914,0.0135432886259143,0.07468509674072266,0.06243622303009033,0.07582199573516846,0.8500312464901317,1.4914851876774708,0.13807534449028247,0.12869210301066802,0.10143494606018066,0.0633690357208252,0.16467881202697754,1.8697415729736877,4.128193028121299,1.8728333020545294,22.425914764404297,42,1.3341281987240678,0.5325099762987338,1.1500037971488992,0.13060332782020292,0.5219389455400641,0.18792661626811308,0.9320425988618186,209.4500900613943,239.19828304707517,122.9599999321964,1675.6007204911543,738.6132622655942,1.4142135623730951,293.8441869348062,274.4638064195599,1153.9721203228173,226.37693355655844,1041.8918019403532,16461.711623334366,44676.41780829481,11,35,3.888888888888889,1.4029317764851483,3.5457288191020524,0001,false_data,1,raw
2,0.08051612036568778,0.012108049433667776,0.07606911659240723,0.07406270503997803,0.0882406234741211,0.302518865637606,-0.32834900184882887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666548061859635,34.80247664451599,58,1.4417806935311788,0.7749416473387817,1.2211611673574598,0.07038356593657559,0.0,0.15038043765195647,0.0,184.81781168303837,81.41145872728683,155.80830865419318,1108.9068700982302,351.13658908152695,91.38573697338059,244.5028642866299,202.15492918808943,844.8979801124398,185.42958483074756,1283.8897368558783,13724.286503953566,37003.91875425924,7,45,6.428571428571429,1.3229399377693698,5.251021253275702,0001,false_data,1,raw
3,0.07326118151346843,0.018901197183561484,0.0736246109008789,0.0609736442565918,0.08653724193572998,0.40422776033853614,-0.5649107808447362,0.17384472125914038,0.21552779306758807,0.07620716094970703,0.025173425674438477,0.20458149909973145,1.6010736145040354,1.713111870970879,1.7484260859210716,29.16909122467041,51,1.3525859397196778,0.6226378618012722,1.3193815285663835,0.10391846457053833,0.42141734867095665,0.2579974383062184,1.2397718572215715,462.7385477681638,262.1518327135761,507.01692062529804,2313.692738840819,875.086940365336,179.13844280205916,374.0683312995297,331.3795561963611,1374.6540169361908,248.33060982830077,-944.0962286105764,22290.832930820547,54677.75422593896,5,25,5.0,0.8083794468900423,-2.523860347468456,0001,false_data,1,raw
4,0.11621289375500801,0.015418220001310677,0.12127089500427246,0.10868465900421143,0.12226355075836182,-0.01881881333563555,-0.5131001897570417,0.26773426112006693,0.38186442500051093,0.0728827714920044,0.04805499315261841,0.4260694980621338,1.6348672247930105,1.4248937574182197,1.1320872313592372,37.09961462020874,42,1.3252957533369074,1.4381251986412047,1.3999601786684912,0.27665332415645144,0.43406059900152894,0.13267219746327877,1.4262815048785764,177.67524878670588,106.27742902804138,147.18466187607805,1421.401990293647,395.43365601572145,30.172293115993355,282.46703922346387,247.69430369152502,992.7365172436265,184.84299773939728,-1235.6869836993005,11317.959229661237,29863.522123582185,8,16,2.0,1.5897939704733863,-4.374623627225158,0001,false_data,1,raw
5,0.16414272785186768,0.03285880914572357,0.17009663581848145,0.14059245586395264,0.1844748854637146,-0.45558294870615856,0.30329897628948865,0.05822285627707457,0.08017275310423277,0.03607463836669922,0.0,0.08700740337371826,1.9848902057371864,4.6408158006264655,2.02060799473559,24.74502730369568,50,1.342023825581158,0.45930816633153426,1.0679234761133123,0.16534090217191075,2.81921462373359,0.2001843734153054,1.3769979367724914,155.03351784176652,103.38080701217339,174.41744788892527,1240.2681427341322,302.53680958656673,8.414213562373096,319.97367773592896,313.2636296204717,1338.2889714189346,192.15436393807715,-1895.4242164387974,16800.610176665316,39233.299245484755,9,29,3.2222222222222223,2.0639000016919375,-5.923687941615847,0001,false_data,1,raw
6,0.08985629448523888,0.010409924778667506,0.08604311943054199,0.08489727973937988,0.09725034236907959,0.22093966385633923,-0.590389138694281,0.22776687145233154,0.2904146477245845,0.0976177453994751,0.05787479877471924,0.25993454456329346,1.726843373046125,2.0766997798157005,1.1577546063456956,39.732081174850464,46,2.7892919857235237,6.06520603914822,0.318170845639176,0.06778484434071935,0.39450993865911954,0.11585081297551741,1.275052187112554,134.86917190167807,119.67888458327008,79.39866405469346,1348.6917190167808,373.096252073981,7.23606797749979,103.6591445997014,80.82515905814526,364.3222958590405,81.51006207849835,214.78831884112267,4164.168214700102,12063.161892212369,11,113,10.272727272727273,0.7685903541787199,2.0720633926757426,0001,false_data,1,raw
7,0.10967331666212815,0.017035352892244483,0.10892081260681152,0.09953594207763672,0.12333166599273682,0.2207896584141441,0.08781505039991977,0.07164824349539621,0.07536723373725325,0.05091547966003418,0.011791110038757324,0.10123550891876221,1.414771365862462,1.8505301308704913,3.363578703801053,12.486700534820557,42,1.0675156849236074,0.10570029733794634,1.3112861556515374,0.20073348755226744,1.5307188468503803,0.15532814539741402,1.051906229032752,224.63506612410515,130.81084288834973,207.0386340145888,898.5402644964206,399.2005314103443,85.26246505689868,204.32304477658394,201.21365675378632,880.1151191625221,114.89830221261833,-1022.2402797646687,6684.951596899534,17881.273201177806,4,26,6.5,0.9095776910613799,-5.003059155086654,0001,false_data,1,raw
8,0.07472028655390586,0.013401579568287999,0.07522737979888916,0.06399059295654297,0.08326590061187744,0.029257797276893715,1.1072119914230258,0.2168173406805311,0.24987629410886417,0.10844790935516357,0.051338016986846924,0.2929627299308777,1.6686803142384947,2.17575701878689,2.0734272460933427,30.866769075393677,64,1.2826108866225674,0.39490359798390506,1.2630424317661668,0.016133570597759644,0.3446232036578765,0.17935664019013045,1.1524737514505183,176.60528656285632,100.36464960366585,223.31199379906235,883.0264328142816,289.2533773083465,37.65685424949238,144.92857775691675,128.8423985462622,607.0092642543104,84.6393703965291,1007.8889871873924,7440.6053466219155,21690.074286527826,5,33,6.6,0.8206355572789414,6.954384033754107,0001,false_data,1,raw
9,0.06740944231710126,0.024148888522818032,0.061749935150146484,0.04948616027832031,0.08318078517913818,0.4265108165064185,-0.28926231200354957,0.15859764099121093,0.23212178263592853,0.07466888427734375,0.04024630784988403,0.1618780493736267,3.0672009721011335,10.761350937679484,1.3522186076158833,45.8505744934082,62,2.046193997233089,2.3655030147180964,0.7629666480810358,0.10392855738563456,0.4250343315058319,0.35824192660421184,1.4635891242697185,215.10042530170293,78.51957640678405,162.2467248658235,1505.7029771119205,330.2407095710555,139.0229581903068,371.78072123627817,336.4567042807333,1518.8933234223416,263.29899929273495,592.6338139279751,26583.980418650128,70325.93333880379,8,22,2.75,1.7284053284172416,1.5940412723857673,0001,false_data,1,raw
10,0.08691421935432836,0.01893363511727311,0.08719277381896973,0.07425487041473389,0.09942787885665894,-0.3382704027030392,-0.1982068071244485,0.06166182025786369,0.08743580594999086,0.024530410766601562,0.0,0.08642113208770752,1.7718512992767308,2.6150521395120263,2.9441460033119853,13.246625661849976,39,1.3760780324845758,0.23010680280341247,1.2362189670232109,0.2776813579931397,1.4095305489014371,0.2178427791924467,1.4179893723951702,443.70402488302705,222.93612157046707,443.70402488302705,887.4080497660541,666.6401464534941,220.76790331255998,366.9477286560893,335.2615370044237,1327.3120528780842,264.21213494921494,-3075.010082093234,15261.532692701592,39370.31831919715,2,6,3.0,0.8270101420712311,-8.379967613793829,0001,false_data,1,raw
1,0.07139762810298375,0.014606599422828104,0.07446396350860596,0.061444222927093506,0.07658904790878296,-0.6145026683714709,0.4191334794152968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6297061152990948,39.88449168205261,65,1.626212028422624,1.0270758394140393,0.9631964979813767,0.10421496016533163,0.0,0.20458101747163762,0.0,624.3183781328651,552.9108237313262,545.2811305862834,4994.5470250629205,1711.1955989293842,2.414213562373095,486.0128161766543,458.85725345771334,1998.3731118859941,333.32769246760637,-1435.5717939181084,28915.058865781986,75396.53811089712,14,31,3.4444444444444446,0.7784695008180953,-2.953773534639283,0002,true_data,0,raw
2,0.07232133831296648,0.01520752645591242,0.07389378547668457,0.06201213598251343,0.08686238527297974,0.13464894876423536,0.016679045939451687,0.10346631209055583,0.07815685619546557,0.08873593807220459,0.0631818175315857,0.14210963249206543,0.8469536245600022,0.743773137867489,2.1594635056071327,26.85852289199829,58,1.686960681293363,0.6318652314454617,0.7619045501412718,0.12143108381453241,0.6989844022822556,0.21027717115901529,0.7553845743677675,712.6101285879116,580.2340614612782,612.433728831204,5700.881028703293,1708.0173146165266,88.30630062198922,405.3747114566288,381.51900258281916,1627.693760363241,263.6942090046519,-456.79124924062216,20061.556265773208,53107.01936589712,8,33,4.125,0.5688590369321694,-1.126837062921954,0002,true_data,0,raw
3,0.06784485446082221,0.011095343924477757,0.06368660926818848,0.06203603744506836,0.07506680488586426,0.038093461755996115,-0.5708188955013229,0.11400599032640457,0.07659517190174289,0.10742676258087158,0.07613813877105713,0.16304868459701538,0.35452507249589826,-0.4484572087298062,1.808416553214155,23.224737644195557,42,1.5243810458006586,0.7456259260239305,0.8395471710996565,0.0041649434945004804,0.5950990317840243,0.16353994707927183,0.6718521686032642,300.10535507704486,244.00889503928224,244.86137363206927,1800.6321304622693,781.3265487501446,2.0,500.9378642277802,484.3290241299913,1998.5321262324524,316.94661983304906,69.1023697086622,26084.122370032084,62038.204077474715,7,30,4.285714285714286,1.6692066827637129,0.1379459901981792,0002,true_data,0,raw
4,0.0671553271157401,0.009242818300964815,0.06304454803466797,0.06162083148956299,0.07511985301971436,0.25698819639556025,-0.19728658535521104,0.1394827303133513,0.14558779480450443,0.10303640365600586,0.07548582553863525,0.1515871286392212,2.3871402572186895,5.829392340666452,1.9190087395651372,25.012913703918457,48,1.4710854658440387,0.6129268735822275,0.996078607819235,0.0426769626896253,0.4814597976744078,0.13763343407250128,1.0437693209264045,535.7931681082647,432.22860976776434,309.35023812057017,3750.5521767578525,1242.5774547582205,162.1541731662051,394.2386191607002,385.49205871701923,1667.3894049553,249.0334276723336,-786.7105029765543,21532.658653235005,55354.47075880498,7,36,5.142857142857143,0.7358037441064172,-1.9955186142123587,0002,true_data,0,raw
5,0.06901445755591759,0.011644887205812322,0.06807124614715576,0.061151206493377686,0.07525169849395752,0.07745272624731196,-0.9681208456357595,0.07697125275929768,0.08425396523414863,0.057744503021240234,0.0,0.143934428691864,0.8553135822440405,-0.15088948545103742,1.4260302342410112,53.996050119400024,77,3.6448934526291317,6.7060451679404665,0.27553006742826586,0.022671458281897924,0.8966264037787931,0.1687311268005573,1.094616004083546,341.0357662075997,395.4881794150868,181.4763868032366,4774.500726906395,1292.6951331582818,1.0,336.7837791554527,342.80960838645706,1468.606865295128,186.5907430016952,119.38145293156921,15327.981821612018,40505.69579507027,18,52,3.7142857142857144,0.987532137466313,0.3544750677450683,0002,true_data,0,raw
6,0.06844702448163714,0.008689277764675629,0.07239842414855957,0.06172502040863037,0.07496154308319092,-0.08485181028639749,-0.4576393327581716,0.12060373276472092,0.06924514006537674,0.12115418910980225,0.0640869140625,0.1790807843208313,-0.10263962086704004,-1.0078111413066613,1.9998103321571181,20.001896858215332,40,1.5112103710352744,0.600707430174928,0.784334895411412,0.1260844554559191,0.5675365340073397,0.12694894800448017,0.5741542025324191,293.7662278875842,301.1046420889692,206.81065641410368,2056.3635952130894,936.9327022014064,4.82842712474619,390.2200257768855,340.76117436676833,1532.1265118118913,297.7048115226431,368.08014390640193,23985.59189141964,62193.76349515114,9,26,3.25,1.3283352160079183,0.9432630813182755,0002,true_data,0,raw
7,0.0673502809122989,0.010665572474022994,0.06307196617126465,0.061096787452697754,0.07442140579223633,0.1298783482102265,-0.5971415862033407,0.11575016830906723,0.0759895706201933,0.11423850059509277,0.050260305404663086,0.18840742111206055,-0.07283891882786957,-1.2662390164879052,1.9745329726364294,20.764403820037842,41,1.6460532940792432,0.7301409970900179,0.7696033561760929,0.13079208611396603,0.5818590322259001,0.15835973233838987,0.6564964152072948,443.73233317980475,577.1484169161721,199.59953667949455,3106.1263322586333,1721.9592952794703,1.4142135623730951,577.0785696772971,576.5781293753985,2515.267717500223,356.94860257361177,-514.2985888336003,34583.4925958137,86991.6895115478,11,33,4.125,1.3005105252121871,-0.8912106875172936,0002,true_data,0,raw
8,0.06775867938995361,0.011089007648395065,0.06308746337890625,0.061756432056427,0.07470500469207764,0.16957438540255665,-0.5591898918648841,0.12154304353814376,0.07160617011158972,0.10676610469818115,0.07554519176483154,0.18697762489318848,-0.14456839763683912,-1.1754424225103404,2.059102867650729,22.339826107025146,46,1.623199355925795,0.6493491442382457,0.6733099826849323,0.1038294314492629,0.5574871043005349,0.16365442378550488,0.5891424796368816,486.05229665043447,319.18137360556847,428.64856089930146,4374.47066985391,861.9870495677758,2.0,540.8463144695653,522.9014060141649,2179.0353124621092,353.10894231335624,818.4022912028637,27155.48992769031,69492.35866485414,11,24,2.6666666666666665,1.1127327618791982,1.5131882557164344,0002,true_data,0,raw
9,0.06878377229739459,0.010978278542785505,0.07291173934936523,0.062032461166381836,0.07523667812347412,-0.1664596783613009,-0.6887689637901682,0.13082192395184492,0.08861905053113307,0.14010858535766602,0.06415915489196777,0.19082117080688477,0.4063873641977792,-0.48103275699546844,1.9928814530453998,23.08215570449829,46,1.6181618592164941,0.688924494321802,0.8666065189608912,0.12183542304109318,0.5257816902518087,0.15960564767164973,0.6774021340338429,422.5268130923955,389.09112384607937,354.8957582894936,2957.6876916467686,1210.2194671545897,14.22677276241436,530.1023224010285,583.2847833432455,2326.7218934911243,290.05427095718994,-945.7843070525387,24222.54031070496,58746.66500386328,9,42,5.25,1.254600432387492,-1.7841542417107956,0002,true_data,0,raw
10,0.06675133284400492,0.008214537514293236,0.0628962516784668,0.06165987253189087,0.07406646013259888,0.8327852989811886,0.8167642481637531,0.11547119386734502,0.07651756048329734,0.11260676383972168,0.06356668472290039,0.1652967929840088,0.6317672021164683,0.7204110749725525,1.936427947804397,20.656590938568115,40,1.5375677408738997,0.6632184541085604,0.9272013203786494,0.1456570451747191,0.578077792463892,0.1230617749788471,0.6626549692119433,235.4843943415082,282.655739566427,86.12036165371978,2825.8127320980984,799.6778759606358,1.4142135623730951,401.24053808178115,404.3643291530501,1706.8277274938823,243.03351056628264,-907.8990194242368,20901.97516288735,52357.10282849357,13,29,2.4166666666666665,1.7038943884319029,-2.262730041597113,0002,true_data,0,raw
1,0.08078154357703957,0.010165416114180977,0.08585524559020996,0.0743403434753418,0.08814811706542969,-0.4954178028539531,-0.44345109470489863,0.07256407351107211,0.07504411304796837,0.05005526542663574,0.02502298355102539,0.11234688758850098,1.2957439056824465,1.079406812112273,3.123478574737943,14.08685827255249,44,1.326953049934251,0.18897419042911526,1.1790559804702294,0.19582680210800826,1.1132443324686507,0.12583834934897736,1.0341772355585872,379.6415947370121,48.68399333712745,379.6415947370121,759.2831894740242,428.32558807413955,330.95760139988465,478.13165022177077,391.02997868041706,1558.077678612029,344.0875107711199,-2600.69670444902,29171.78469798274,64966.08238991456,2,4,2.0,1.259429042681652,-5.439290001493824,0002,false_data,1,raw
2,0.08587985425382047,0.015001857354052068,0.08633065223693848,0.07473540306091309,0.08906888961791992,0.5444397406582611,0.17631918532423185,0.40976520018144086,0.3732835356076345,0.41002964973449707,0.11523556709289551,0.5290515422821045,1.5685571693819016,2.8196548636021026,1.0979866409366588,36.43031573295593,40,1.164062157908997,1.1823580121671269,1.2140670742278818,0.01859363760833221,0.20958308371670786,0.17468424308505703,0.9109693437882244,93.11450070173396,126.24520242771058,9.82842712474619,1210.4885091225415,411.98602163145307,1.4142135623730951,216.3580658529385,194.76876728752632,836.3517447657028,159.86134045635592,-199.71763883471783,12078.124696625408,29351.100625801784,18,29,2.0714285714285716,2.3235700586096737,-0.9230884831928041,0002,false_data,1,raw
3,0.06539844243954389,0.014408017609249427,0.06222248077392578,0.05023550987243652,0.07519185543060303,0.29385851094114135,-0.45075718282563404,0.1261125312131994,0.12740108398285144,0.08327102661132812,0.05257129669189453,0.1622104048728943,2.023665258144685,4.472076985230547,1.735110701175625,24.782280445098877,43,1.6478776125240366,0.9454397573564253,0.9526226062063359,0.13516982627502772,0.518572118174241,0.2203113262297869,1.0102174831972242,312.3321718708868,119.1257935235447,316.347523760249,1249.3286874835471,461.72242211813403,154.91121784491506,335.8275973525004,280.57229229373075,1305.799249153008,243.31438654158487,-775.1031664400857,21071.732690554298,47970.33012455545,5,23,4.6,1.0752257615373872,-2.3080389239914108,0002,false_data,1,raw
4,0.11510736412472194,0.009714583108308143,0.1105349063873291,0.10923528671264648,0.12179547548294067,0.3588972119607716,0.0666298230684097,0.17407259633464198,0.1854996129497992,0.08451080322265625,0.05456674098968506,0.26860129833221436,1.466487595465316,1.4629932888067794,1.2023298253433323,33.26874136924744,40,1.3571763923442004,1.3403435259958962,1.0174909655812538,0.19433750678389752,0.661260684039183,0.0843958435999155,1.0656451201924115,209.45693482840593,113.92741779270803,175.33217188243063,1466.1985437988415,379.1989074297434,38.832324037878344,259.07705899951736,236.39240165807558,1025.7427696328996,170.425219830108,-1452.5394703064187,9908.301927914583,23706.479870491992,7,25,3.5714285714285716,1.2368989320490242,-5.606592401178696,0002,false_data,1,raw
5,0.15827067238943918,0.02157281659216071,0.16588211059570312,0.14045631885528564,0.1710895299911499,-0.24173936853560626,-0.4323725451461109,0.08735847473144531,0.16539767194639643,0.03588712215423584,0.0,0.08492398262023926,2.680066460914151,6.60154896978367,1.8914345004869075,21.147969961166382,40,1.4767098804086713,0.6412073872898517,1.1021924141267139,0.19093308682336027,1.8117380468923012,0.13630331035334536,1.893321423771702,312.1008528798351,50.72313330054865,298.93312360801514,1248.4034115193404,391.7977752937749,258.7393890095351,253.8221195305914,258.09405435284555,1143.1189738338137,169.5387538147497,-1310.3197351432668,11725.411718844758,29935.451229473496,5,32,6.4,0.8132695479314114,-5.1623543982948386,0002,false_data,1,raw
6,0.09836529848868386,0.019742416302161392,0.09720373153686523,0.08500432968139648,0.10918474197387695,0.6772924624610741,-0.04844686877783255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5704753499315798,40.75199270248413,64,3.2084427051938946,4.307300559390395,0.31693040773959813,0.03958592092723784,0.0,0.20070509199300696,0.0,122.73001214663553,107.57013151764731,114.51113441177156,1350.0301336129908,362.3233389285217,1.0,149.67107323297904,145.16281265215224,653.1657712372498,84.8611607053885,-707.0667423976857,5391.352320772584,13625.040282356078,15,70,5.833333333333333,1.219514857165946,-4.724137584669155,0002,false_data,1,raw
7,0.10698224306106567,0.015392602421066763,0.10888707637786865,0.09768754243850708,0.11535775661468506,-0.215571522326749,-0.14689291683715489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7935466046901005,28.99283456802368,52,3.681158882321251,4.379354760812621,0.2611600856655286,0.02609840328891647,0.0,0.14387997452897525,0.0,145.51656107558273,106.22368722991496,105.57053638599132,1309.6490496802446,327.0558010990181,7.414213562373095,188.87786765801175,185.68757896758308,791.4433259746879,91.5674028525657,91.86504089913414,6729.942430626066,18799.66549054863,10,49,4.9,1.2979819359523397,0.4863727128975635,0002,false_data,1,raw
8,0.07376042656276537,0.01364700645811057,0.07376444339752197,0.06208789348602295,0.08182036876678467,0.4808243910976928,-0.05593978559619295,0.4912298755212264,0.5841377639303849,0.21908080577850342,0.08377701044082642,0.6499863266944885,1.3891673381882794,0.7411684500198472,1.5164543580795737,30.99334955215454,47,1.1475566452544976,0.5978188846931425,1.259610572270459,0.020367029519180367,0.1501546022307801,0.1850179978012471,1.1891332203516,419.50309666900375,242.77250641223023,452.5141770423783,1678.012386676015,668.2372692031714,104.74676338808725,338.082595626663,318.8533336607795,1378.9341906070492,248.94780541996363,-872.6771536180959,16204.082068128817,43785.19337939766,4,27,6.75,0.8059120381021093,-2.5812542997089785,0002,false_data,1,raw
